name,location,listed_in(type),online_order,votes,rate,approx_cost(for two people)
Urban Treats 1173,Indrapuri,Dining,Yes,287,4.0,900
Urban Bistro 1174,Kolar Road,Buffet,Yes,145,3.7,1050
Green Corner 1175,MP Nagar,Cafe,Yes,84,4.2,450
Fusion House 1176,Indrapuri,Casual Dining,No,252,3.3,450
Royal Hub 1177,TT Nagar,Buffet,No,169,3.8,1350
Green Hub 1178,Bairagarh,Casual Dining,Yes,176,4.3,900
Green Cafe 1179,Kolar Road,Quick Bites,No,156,3.7,200
Green Treats 1180,TT Nagar,Dining,No,162,4.1,750
Royal Cafe 1181,Kolar Road,Cafe,Yes,103,4.2,400
Green Kitchen 1182,MP Nagar,Casual Dining,No,263,3.3,800
Urban Bistro 1183,Arera Colony,Desserts,No,245,3.9,250
Saffron Kitchen 1184,TT Nagar,Desserts,No,227,3.4,350
Spice House 1185,TT Nagar,Buffet,Yes,220,3.5,900
Blue Bistro 1186,Arera Colony,Dining,No,293,3.6,300
Tandoor Treats 1187,TT Nagar,Buffet,No,256,4.1,1350
Urban Corner 1188,MP Nagar,Desserts,No,165,4.0,350
Urban Dine 1189,Kolar Road,Buffet,No,77,3.4,700
Blue Bistro 1190,Bairagarh,Buffet,No,69,3.8,1250
Tandoor Cafe 1191,Kolar Road,Cafe,Yes,265,4.0,350
Green Treats 1192,Arera Colony,Buffet,No,107,4.2,1250
Spice Bistro 1193,Kolar Road,Desserts,No,42,4.0,500
Royal Hub 1194,Arera Colony,Dining,Yes,89,3.3,350
Spice Bistro 1195,TT Nagar,Cafe,No,238,3.5,350
Tandoor House 1196,Kolar Road,Quick Bites,Yes,86,3.6,450
Green Corner 1197,Arera Colony,Desserts,Yes,234,3.7,200
Spice Corner 1198,Bairagarh,Cafe,Yes,129,4.0,250
Blue Bistro 1199,MP Nagar,Buffet,No,56,3.3,700
Urban Cafe 1200,Bairagarh,Cafe,Yes,277,4.2,300
Royal Kitchen 1201,MP Nagar,Cafe,Yes,179,4.3,350
Fusion Treats 1202,Kolar Road,Quick Bites,Yes,280,3.1,250
Spice Cafe 1203,Indrapuri,Desserts,Yes,178,3.9,450
Fusion Dine 1204,Indrapuri,Cafe,No,230,3.9,400
Royal Kitchen 1205,MP Nagar,Dining,No,102,4.2,750
Blue House 1206,Arera Colony,Desserts,No,129,3.4,350
Royal Cafe 1207,MP Nagar,Buffet,Yes,207,4.0,700
Tandoor Corner 1208,Bairagarh,Desserts,No,76,3.4,500
Tandoor House 1209,MP Nagar,Desserts,No,108,3.6,500
Blue Dine 1210,Kolar Road,Desserts,Yes,83,3.7,400
Fusion Cafe 1211,Bairagarh,Casual Dining,Yes,234,4.0,900
Royal Treats 1212,Indrapuri,Casual Dining,Yes,229,3.8,600
Royal Kitchen 1213,Kolar Road,Casual Dining,No,185,3.9,450
Spice Kitchen 1214,Kolar Road,Desserts,Yes,237,3.5,500
Spice Kitchen 1215,TT Nagar,Dining,No,188,4.1,400
Fusion Hub 1216,TT Nagar,Desserts,Yes,70,3.4,200
Spice Treats 1217,Indrapuri,Cafe,Yes,200,3.8,400
Fusion Kitchen 1218,Arera Colony,Buffet,No,127,3.9,1000
Blue Kitchen 1219,MP Nagar,Cafe,Yes,292,4.3,400
Tandoor Corner 1220,TT Nagar,Dining,No,205,3.5,650
Tandoor Treats 1221,MP Nagar,Casual Dining,No,274,3.8,900
Urban Dine 1222,MP Nagar,Quick Bites,Yes,151,3.5,250
Fusion House 1223,Bairagarh,Quick Bites,Yes,275,3.5,200
Saffron Dine 1224,MP Nagar,Desserts,Yes,148,4.0,350
Urban Bistro 1225,Bairagarh,Cafe,No,151,4.4,250
Spice Bistro 1226,TT Nagar,Dining,No,434,4.1,850
Urban Treats 1227,Kolar Road,Desserts,Yes,177,3.7,350
Blue Treats 1228,TT Nagar,Quick Bites,No,113,3.7,100
Royal Corner 1229,Kolar Road,Cafe,Yes,138,3.7,450
Spice Kitchen 1230,Bairagarh,Buffet,No,50,3.9,750
Urban Bistro 1231,Kolar Road,Buffet,No,176,4.3,1150
Tandoor Cafe 1232,Kolar Road,Casual Dining,No,126,3.7,450
Royal Dine 1233,Bairagarh,Casual Dining,No,184,3.4,900
Tandoor Cafe 1234,Kolar Road,Buffet,No,169,3.3,1100
Urban Corner 1235,Arera Colony,Desserts,Yes,89,3.4,200
Green Dine 1236,Bairagarh,Buffet,No,206,3.4,800
Green Bistro 1237,Arera Colony,Buffet,No,150,3.5,1100
Tandoor Treats 1238,TT Nagar,Quick Bites,Yes,278,3.7,350
Green Hub 1239,Indrapuri,Desserts,Yes,141,4.3,250
Green Corner 1240,Bairagarh,Quick Bites,No,87,3.8,400
Blue House 1241,MP Nagar,Quick Bites,Yes,174,3.3,150
Fusion Corner 1242,TT Nagar,Cafe,Yes,138,3.8,600
Royal Kitchen 1243,Bairagarh,Quick Bites,No,194,3.7,150
Green Corner 1244,Arera Colony,Dining,No,241,3.8,550
Spice House 1245,Bairagarh,Quick Bites,No,270,3.2,300
Blue Kitchen 1246,Kolar Road,Cafe,Yes,296,3.4,300
Royal Cafe 1247,Kolar Road,Quick Bites,Yes,169,3.2,450
Urban Treats 1248,Bairagarh,Casual Dining,No,221,3.7,550
Saffron Corner 1249,Kolar Road,Buffet,No,247,4.2,800
Royal Dine 1250,Bairagarh,Buffet,No,279,3.3,700
Green Treats 1251,Arera Colony,Cafe,Yes,118,4.1,200
Saffron Hub 1252,Indrapuri,Dining,Yes,307,3.5,500
Urban Bistro 1253,MP Nagar,Buffet,No,216,4.4,750
Spice House 1254,TT Nagar,Dining,Yes,432,3.5,800
Saffron Corner 1255,Bairagarh,Buffet,Yes,77,3.6,750
Green Kitchen 1256,TT Nagar,Buffet,No,94,3.5,750
Fusion Bistro 1257,Arera Colony,Quick Bites,Yes,134,3.3,200
Royal Treats 1258,Bairagarh,Desserts,Yes,114,3.8,200
Green Kitchen 1259,TT Nagar,Quick Bites,No,220,3.7,250
Green House 1260,Arera Colony,Desserts,Yes,79,3.9,350
Saffron House 1261,TT Nagar,Desserts,Yes,235,4.2,250
Saffron Bistro 1262,Arera Colony,Cafe,Yes,128,4.0,450
Green Treats 1263,Indrapuri,Desserts,Yes,165,3.9,300
Spice Dine 1264,Kolar Road,Buffet,No,242,3.4,1150
Green Bistro 1265,TT Nagar,Buffet,No,70,3.8,800
Urban Hub 1266,Kolar Road,Quick Bites,Yes,180,3.5,300
Spice House 1267,Kolar Road,Desserts,No,111,4.1,500
Fusion Corner 1268,TT Nagar,Desserts,Yes,59,3.4,450
Royal Bistro 1269,MP Nagar,Desserts,Yes,103,3.6,200
Royal Corner 1270,MP Nagar,Buffet,No,107,3.5,650
Royal Kitchen 1271,Kolar Road,Dining,Yes,123,4.1,800
Spice Corner 1272,TT Nagar,Cafe,Yes,291,4.4,200
Saffron Kitchen 1273,Arera Colony,Buffet,No,95,4.2,1300
Urban Bistro 1274,Indrapuri,Casual Dining,No,334,4.0,900
Tandoor Hub 1275,TT Nagar,Cafe,Yes,191,4.3,200
Urban Bistro 1276,Bairagarh,Cafe,Yes,76,3.8,500
Fusion Dine 1277,Indrapuri,Casual Dining,Yes,172,3.5,650
Urban House 1278,Arera Colony,Quick Bites,Yes,217,4.1,300
Urban Dine 1279,TT Nagar,Quick Bites,No,210,3.6,350
Green Cafe 1280,Kolar Road,Quick Bites,Yes,72,3.9,250
Fusion Hub 1281,Kolar Road,Dining,Yes,284,3.5,500
Tandoor Hub 1282,Bairagarh,Casual Dining,Yes,207,4.2,600
Saffron House 1283,Arera Colony,Quick Bites,Yes,221,3.3,200
Urban Treats 1284,MP Nagar,Casual Dining,No,179,4.0,400
Fusion Hub 1285,Kolar Road,Quick Bites,No,263,3.5,350
Urban Bistro 1286,Kolar Road,Quick Bites,Yes,198,3.3,250
Royal Cafe 1287,Indrapuri,Cafe,Yes,289,3.5,250
Spice Hub 1288,TT Nagar,Desserts,No,184,4.2,350
Fusion Dine 1289,Arera Colony,Desserts,No,99,3.9,350
Spice Corner 1290,TT Nagar,Cafe,Yes,95,4.3,550
Spice Bistro 1291,TT Nagar,Desserts,Yes,88,4.1,500
Green Dine 1292,Arera Colony,Cafe,Yes,210,3.7,450
Fusion Cafe 1293,Bairagarh,Quick Bites,No,58,3.7,150
Tandoor Corner 1294,Indrapuri,Cafe,Yes,231,3.7,200
Spice Treats 1295,MP Nagar,Quick Bites,No,132,4.1,150
Fusion House 1296,Kolar Road,Quick Bites,No,49,4.0,150
Green Bistro 1297,MP Nagar,Cafe,Yes,135,4.1,300
Saffron Dine 1298,MP Nagar,Buffet,Yes,67,4.2,1150
Green Kitchen 1299,Arera Colony,Casual Dining,Yes,367,4.0,800
Royal Bistro 1300,Arera Colony,Dining,No,445,3.7,500
Royal Treats 1301,Arera Colony,Dining,No,94,3.2,350
Fusion Dine 1302,Arera Colony,Cafe,Yes,310,4.1,250
Royal Corner 1303,MP Nagar,Desserts,No,120,4.0,150
Royal Cafe 1304,Arera Colony,Desserts,Yes,217,4.1,200
Royal Hub 1305,Indrapuri,Desserts,Yes,232,3.6,250
Royal House 1306,MP Nagar,Buffet,Yes,58,4.1,1000
Fusion House 1307,MP Nagar,Dining,No,321,3.2,450
Fusion Dine 1308,Arera Colony,Buffet,Yes,141,3.7,850
Spice Cafe 1309,Bairagarh,Dining,Yes,315,4.2,550
Green Dine 1310,TT Nagar,Buffet,No,86,3.5,1200
Urban Treats 1311,TT Nagar,Cafe,No,172,3.6,300
Spice Hub 1312,TT Nagar,Casual Dining,No,236,3.7,700
Green Treats 1313,TT Nagar,Cafe,Yes,247,4.0,450
Tandoor Corner 1314,Indrapuri,Desserts,No,228,3.9,350
Saffron Treats 1315,Kolar Road,Cafe,No,290,3.5,500
Royal Bistro 1316,Arera Colony,Dining,No,211,3.7,550
Green Treats 1317,MP Nagar,Quick Bites,No,244,3.7,450
Tandoor Hub 1318,Arera Colony,Quick Bites,No,238,4.2,400
Urban Kitchen 1319,Bairagarh,Quick Bites,Yes,208,3.3,200
Saffron Dine 1320,Arera Colony,Dining,No,123,3.4,800
Urban Dine 1321,Bairagarh,Casual Dining,No,235,4.2,850
Fusion Hub 1322,TT Nagar,Quick Bites,Yes,169,3.4,400
Saffron Cafe 1323,Bairagarh,Dining,Yes,357,4.0,450
Saffron House 1324,TT Nagar,Quick Bites,No,168,4.2,250
Green Bistro 1325,MP Nagar,Buffet,No,101,4.3,1300
Green Treats 1326,Kolar Road,Buffet,No,187,4.3,1350
Tandoor Corner 1327,Kolar Road,Cafe,No,223,3.5,450
Blue Dine 1328,Bairagarh,Casual Dining,Yes,311,3.8,900
Royal Bistro 1329,Kolar Road,Quick Bites,No,201,4.2,450
Blue Cafe 1330,Arera Colony,Quick Bites,Yes,119,4.0,300
Fusion House 1331,Indrapuri,Quick Bites,Yes,162,3.4,400
Saffron Bistro 1332,TT Nagar,Cafe,Yes,61,3.5,550
Green Cafe 1333,TT Nagar,Desserts,Yes,75,3.7,400
Green House 1334,Bairagarh,Cafe,Yes,199,3.5,500
Green Cafe 1335,Arera Colony,Dining,No,409,4.0,600
Green Cafe 1336,Arera Colony,Desserts,Yes,238,4.1,500
Royal Bistro 1337,TT Nagar,Cafe,Yes,264,4.4,500
Urban Treats 1338,TT Nagar,Desserts,Yes,235,4.1,400
Green Dine 1339,MP Nagar,Dining,No,393,3.6,550
Green Kitchen 1340,MP Nagar,Casual Dining,No,202,3.5,500
Royal Bistro 1341,MP Nagar,Casual Dining,No,357,4.2,1000
Fusion Cafe 1342,Arera Colony,Cafe,Yes,159,4.0,550
Saffron Cafe 1343,Bairagarh,Quick Bites,No,297,3.5,300
Urban Cafe 1344,Bairagarh,Casual Dining,Yes,141,3.7,600
Urban House 1345,TT Nagar,Cafe,Yes,198,3.7,450
Tandoor Kitchen 1346,Arera Colony,Cafe,Yes,74,3.8,550
Royal Hub 1347,TT Nagar,Desserts,Yes,92,3.8,350
Green Hub 1348,TT Nagar,Desserts,Yes,190,3.9,400
Tandoor Hub 1349,Indrapuri,Casual Dining,Yes,359,4.0,900
Royal Dine 1350,Indrapuri,Casual Dining,Yes,231,4.1,750
Spice Cafe 1351,Kolar Road,Casual Dining,Yes,259,4.2,800
Spice Bistro 1352,TT Nagar,Desserts,Yes,191,4.1,400
Urban Treats 1353,Indrapuri,Buffet,No,155,4.3,1100
Spice Treats 1354,Arera Colony,Dining,No,440,3.7,800
Green House 1355,Indrapuri,Buffet,No,58,4.3,700
Royal Kitchen 1356,MP Nagar,Quick Bites,Yes,152,3.8,150
Royal Bistro 1357,Arera Colony,Quick Bites,Yes,178,4.0,250
Blue Hub 1358,Bairagarh,Dining,No,100,3.4,700
Blue Corner 1359,Bairagarh,Casual Dining,Yes,284,3.7,800
Blue House 1360,MP Nagar,Quick Bites,No,299,3.3,350
Saffron Dine 1361,TT Nagar,Desserts,Yes,115,3.9,350
Fusion Kitchen 1362,Bairagarh,Quick Bites,Yes,112,3.9,300
Blue Treats 1363,MP Nagar,Quick Bites,Yes,75,3.9,300
Green Treats 1364,Kolar Road,Dining,Yes,103,3.3,750
Saffron Bistro 1365,Kolar Road,Cafe,Yes,279,4.2,550
Spice Dine 1366,Indrapuri,Casual Dining,No,111,3.8,500
Blue Treats 1367,MP Nagar,Quick Bites,No,136,3.5,200
Green Treats 1368,Arera Colony,Buffet,No,52,3.4,800
Fusion Bistro 1369,Bairagarh,Desserts,Yes,185,3.8,250
Urban Hub 1370,Bairagarh,Cafe,No,219,3.5,300
Green Cafe 1371,Bairagarh,Buffet,No,51,4.0,700
Fusion House 1372,MP Nagar,Cafe,No,316,3.8,500
Urban House 1373,Indrapuri,Desserts,No,109,3.7,350
Royal Cafe 1374,Indrapuri,Cafe,Yes,165,4.4,500
Fusion Dine 1375,MP Nagar,Desserts,Yes,145,3.9,350
Tandoor House 1376,MP Nagar,Desserts,No,218,4.2,400
Spice Cafe 1377,Kolar Road,Casual Dining,Yes,278,4.0,950
Spice House 1378,Bairagarh,Dining,No,343,4.1,400
Tandoor Corner 1379,MP Nagar,Desserts,Yes,222,4.0,500
Green Treats 1380,TT Nagar,Buffet,No,259,3.3,1300
Urban Treats 1381,MP Nagar,Cafe,Yes,260,4.3,300
Saffron Corner 1382,Indrapuri,Casual Dining,Yes,208,3.9,950
Urban House 1383,MP Nagar,Casual Dining,Yes,166,4.2,750
Spice Kitchen 1384,TT Nagar,Casual Dining,No,110,4.3,900
Blue Corner 1385,Kolar Road,Dining,No,265,4.1,400
Spice House 1386,MP Nagar,Dining,No,182,3.8,850
Spice Treats 1387,Arera Colony,Quick Bites,Yes,79,4.2,250
Urban House 1388,Indrapuri,Dining,No,326,3.5,500
Blue Treats 1389,Kolar Road,Casual Dining,No,227,3.4,850
Fusion Treats 1390,TT Nagar,Quick Bites,Yes,180,3.3,200
Blue Treats 1391,Indrapuri,Buffet,No,273,3.3,750
Blue Dine 1392,Kolar Road,Cafe,No,225,4.0,450
Tandoor Bistro 1393,Kolar Road,Casual Dining,No,158,4.2,450
Tandoor Dine 1394,TT Nagar,Quick Bites,Yes,240,3.4,300
Urban Corner 1395,MP Nagar,Cafe,Yes,122,4.4,500
Fusion Hub 1396,Indrapuri,Buffet,Yes,60,3.8,1350
Green Corner 1397,Kolar Road,Casual Dining,No,325,4.0,650
Urban Hub 1398,Arera Colony,Desserts,Yes,70,4.3,450
Spice House 1399,Indrapuri,Dining,Yes,336,3.6,400
Urban Cafe 1400,MP Nagar,Desserts,Yes,44,3.9,200
Saffron Bistro 1401,TT Nagar,Quick Bites,Yes,180,3.9,350
Blue Kitchen 1402,MP Nagar,Dining,No,149,3.3,350
Tandoor House 1403,MP Nagar,Buffet,No,225,4.0,1300
Royal Bistro 1404,Arera Colony,Buffet,No,139,3.9,1200
Tandoor Cafe 1405,Kolar Road,Cafe,Yes,124,3.4,200
Royal Corner 1406,Kolar Road,Dining,No,321,3.5,450
Saffron Cafe 1407,Bairagarh,Dining,No,198,3.9,600
Tandoor Corner 1408,TT Nagar,Casual Dining,Yes,352,4.4,900
Spice Bistro 1409,MP Nagar,Cafe,Yes,222,3.5,300
Blue Treats 1410,Arera Colony,Cafe,Yes,227,4.1,300
Blue Treats 1411,Arera Colony,Quick Bites,No,133,3.1,350
Saffron Bistro 1412,Bairagarh,Casual Dining,No,165,4.0,700
Royal Treats 1413,Kolar Road,Dining,Yes,315,3.3,900
Blue Bistro 1414,Arera Colony,Desserts,Yes,186,3.6,400
Saffron House 1415,MP Nagar,Cafe,Yes,220,4.4,600
Saffron Dine 1416,MP Nagar,Quick Bites,No,108,4.2,250
Tandoor Bistro 1417,TT Nagar,Desserts,Yes,243,3.7,250
Green Corner 1418,MP Nagar,Desserts,Yes,243,3.8,450
Green Corner 1419,Indrapuri,Quick Bites,Yes,201,3.4,350
Fusion Treats 1420,Bairagarh,Dining,Yes,230,3.9,650
Blue Hub 1421,TT Nagar,Buffet,No,102,3.8,1000
Urban Corner 1422,MP Nagar,Desserts,Yes,116,3.6,300
Saffron Dine 1423,TT Nagar,Desserts,No,120,3.7,350
Green Dine 1424,MP Nagar,Desserts,Yes,177,3.4,250
Blue Treats 1425,Bairagarh,Buffet,No,152,3.6,1000
Fusion Treats 1426,Indrapuri,Buffet,No,61,3.5,1150
Green Hub 1427,TT Nagar,Cafe,Yes,320,3.6,550
Saffron House 1428,Indrapuri,Quick Bites,No,82,3.9,300
Green Dine 1429,Indrapuri,Buffet,No,91,4.0,950
Tandoor Hub 1430,Bairagarh,Casual Dining,Yes,258,3.8,800
Royal Kitchen 1431,MP Nagar,Dining,No,294,3.3,700
Green Dine 1432,Arera Colony,Quick Bites,Yes,235,3.9,150
Saffron Cafe 1433,Kolar Road,Cafe,Yes,161,3.5,250
Saffron Cafe 1434,TT Nagar,Cafe,Yes,194,3.5,250
Blue Cafe 1435,TT Nagar,Desserts,Yes,193,3.7,400
Tandoor Corner 1436,Indrapuri,Quick Bites,Yes,292,4.0,300
Tandoor Kitchen 1437,Kolar Road,Quick Bites,Yes,177,4.0,200
Spice Dine 1438,TT Nagar,Desserts,No,203,4.0,300
Urban Hub 1439,Arera Colony,Cafe,No,174,3.6,550
Blue Kitchen 1440,Bairagarh,Dining,No,177,3.2,850
Spice House 1441,Bairagarh,Desserts,Yes,215,4.3,450
Urban Bistro 1442,MP Nagar,Quick Bites,Yes,47,3.3,200
Urban Bistro 1443,TT Nagar,Casual Dining,Yes,249,3.4,500
Saffron Dine 1444,Kolar Road,Cafe,Yes,177,4.0,200
Blue House 1445,MP Nagar,Buffet,No,146,3.8,900
Tandoor Dine 1446,MP Nagar,Desserts,Yes,147,3.5,400
Tandoor Treats 1447,Indrapuri,Casual Dining,No,148,3.4,700
Urban House 1448,TT Nagar,Dining,No,285,3.8,500
Green Bistro 1449,Kolar Road,Dining,No,378,3.5,650
Spice Cafe 1450,Kolar Road,Dining,No,111,3.5,550
Tandoor Corner 1451,Kolar Road,Casual Dining,Yes,325,3.6,950
Tandoor Corner 1452,Kolar Road,Desserts,Yes,50,3.9,350
Saffron Treats 1453,Kolar Road,Dining,Yes,427,3.7,600
Saffron Hub 1454,TT Nagar,Casual Dining,Yes,248,3.4,950
Green Treats 1455,TT Nagar,Quick Bites,Yes,118,3.1,200
Blue House 1456,MP Nagar,Buffet,No,153,3.7,800
Spice House 1457,Indrapuri,Cafe,Yes,112,4.4,250
Fusion Dine 1458,Indrapuri,Casual Dining,Yes,243,3.7,750
Urban Dine 1459,Kolar Road,Buffet,No,219,3.6,1350
Fusion Treats 1460,MP Nagar,Buffet,No,191,3.6,800
Green Kitchen 1461,Bairagarh,Cafe,Yes,178,4.4,250
Urban Dine 1462,MP Nagar,Desserts,Yes,202,4.3,300
Urban Dine 1463,Bairagarh,Quick Bites,No,178,3.8,200
Saffron Cafe 1464,Kolar Road,Casual Dining,No,256,4.2,600
Saffron House 1465,Bairagarh,Cafe,No,134,3.7,450
Green House 1466,Bairagarh,Desserts,Yes,90,4.1,500
Blue House 1467,MP Nagar,Quick Bites,Yes,172,3.9,350
Urban Bistro 1468,Kolar Road,Desserts,Yes,129,3.9,200
Urban Corner 1469,Bairagarh,Quick Bites,No,270,3.7,250
Urban House 1470,Indrapuri,Casual Dining,No,328,3.9,750
Tandoor Cafe 1471,Arera Colony,Casual Dining,Yes,71,4.0,550
Blue Treats 1472,Bairagarh,Dining,Yes,107,4.0,900
Urban Kitchen 1473,Kolar Road,Cafe,Yes,128,3.9,300
Tandoor House 1474,TT Nagar,Buffet,No,96,3.8,1200
Blue Kitchen 1475,Indrapuri,Buffet,Yes,225,4.0,750
Tandoor Dine 1476,Bairagarh,Dining,No,439,4.2,650
Green Hub 1477,TT Nagar,Desserts,No,197,3.5,500
Blue Hub 1478,Kolar Road,Buffet,Yes,237,4.4,1050
Saffron Dine 1479,Indrapuri,Casual Dining,No,363,3.8,750
Royal Cafe 1480,Arera Colony,Cafe,Yes,130,3.8,300
Spice Bistro 1481,TT Nagar,Casual Dining,No,204,3.9,850
Urban Bistro 1482,TT Nagar,Buffet,No,75,3.9,1300
Royal Treats 1483,Arera Colony,Dining,No,310,3.5,650
Tandoor Cafe 1484,Kolar Road,Quick Bites,No,152,3.4,350
Saffron Bistro 1485,Indrapuri,Quick Bites,Yes,178,3.6,200
Royal Cafe 1486,Kolar Road,Casual Dining,No,213,3.6,700
Royal Corner 1487,Arera Colony,Desserts,Yes,49,4.1,200
Saffron Kitchen 1488,Indrapuri,Desserts,Yes,82,4.3,300
Spice Treats 1489,Indrapuri,Desserts,No,40,4.3,350
Spice Bistro 1490,Indrapuri,Casual Dining,Yes,362,4.1,950
Tandoor Kitchen 1491,MP Nagar,Desserts,Yes,199,3.5,200
Saffron Corner 1492,MP Nagar,Desserts,Yes,186,4.4,300
Blue Bistro 1493,Bairagarh,Quick Bites,Yes,253,3.1,300
Royal Kitchen 1494,Bairagarh,Buffet,No,216,4.3,1300
Royal Dine 1495,Arera Colony,Casual Dining,No,349,3.5,550
Fusion House 1496,Bairagarh,Quick Bites,No,208,4.1,250
Urban Treats 1497,Bairagarh,Desserts,No,50,4.0,400
Spice House 1498,Bairagarh,Quick Bites,Yes,223,3.2,350
Royal Corner 1499,MP Nagar,Dining,Yes,439,3.7,750
Fusion Cafe 1500,TT Nagar,Buffet,No,137,3.7,650
Tandoor Cafe 1501,MP Nagar,Buffet,No,191,3.4,1200
Blue Kitchen 1502,Kolar Road,Dining,Yes,306,3.2,600
Blue Dine 1503,MP Nagar,Casual Dining,Yes,153,4.4,950
Urban Cafe 1504,MP Nagar,Dining,Yes,184,3.6,900
Urban Treats 1505,MP Nagar,Desserts,Yes,146,4.0,500
Tandoor Cafe 1506,Indrapuri,Desserts,Yes,45,4.0,450
Fusion Kitchen 1507,MP Nagar,Casual Dining,Yes,109,4.4,750
Spice House 1508,MP Nagar,Cafe,Yes,186,3.8,350
Blue Dine 1509,TT Nagar,Cafe,Yes,144,4.4,450
Urban Corner 1510,TT Nagar,Desserts,Yes,230,3.8,150
Tandoor Bistro 1511,Kolar Road,Desserts,No,68,3.6,250
Blue Bistro 1512,Arera Colony,Desserts,Yes,152,4.0,500
Tandoor Treats 1513,Indrapuri,Buffet,No,124,3.4,700
Urban Corner 1514,Kolar Road,Casual Dining,No,74,4.2,950
Tandoor Hub 1515,TT Nagar,Desserts,Yes,206,3.9,400
Green Bistro 1516,Kolar Road,Dining,No,122,4.0,450
Tandoor Bistro 1517,Arera Colony,Buffet,No,235,4.2,1400
Fusion Cafe 1518,TT Nagar,Dining,No,212,4.2,550
Blue Kitchen 1519,Arera Colony,Quick Bites,Yes,161,4.1,300
Royal Bistro 1520,Kolar Road,Buffet,No,272,3.4,800
Blue Dine 1521,MP Nagar,Casual Dining,Yes,244,4.1,750
Saffron Hub 1522,TT Nagar,Casual Dining,No,218,4.2,450
Fusion Corner 1523,Indrapuri,Desserts,Yes,118,4.0,300
Green Cafe 1524,Bairagarh,Cafe,Yes,228,4.3,300
Urban Bistro 1525,Indrapuri,Desserts,Yes,99,4.2,400
Saffron Treats 1526,TT Nagar,Dining,Yes,316,3.5,400
Saffron Kitchen 1527,Bairagarh,Buffet,Yes,224,3.5,900
Tandoor Kitchen 1528,MP Nagar,Cafe,Yes,207,3.7,450
Tandoor Dine 1529,MP Nagar,Buffet,No,158,3.9,950
Tandoor Dine 1530,TT Nagar,Casual Dining,No,166,3.3,900
Fusion Dine 1531,Bairagarh,Cafe,No,67,4.4,500
Royal Hub 1532,MP Nagar,Desserts,No,143,3.7,450
Spice Treats 1533,Bairagarh,Desserts,Yes,217,4.0,150
Urban Hub 1534,MP Nagar,Buffet,No,221,3.6,750
Spice Hub 1535,Indrapuri,Cafe,No,85,3.8,550
Urban Treats 1536,Kolar Road,Desserts,Yes,191,4.0,200
Urban Cafe 1537,Bairagarh,Buffet,Yes,153,3.9,750
Spice Hub 1538,Bairagarh,Cafe,Yes,175,3.6,500
Fusion Cafe 1539,Indrapuri,Desserts,Yes,229,3.9,150
Tandoor House 1540,Indrapuri,Dining,Yes,310,3.7,600
Saffron Cafe 1541,TT Nagar,Quick Bites,No,254,3.4,300
Tandoor Bistro 1542,Bairagarh,Cafe,Yes,205,3.6,250
Saffron Corner 1543,Indrapuri,Desserts,Yes,223,3.8,400
Saffron Kitchen 1544,MP Nagar,Cafe,Yes,68,3.6,300
Tandoor Bistro 1545,Arera Colony,Dining,No,211,4.3,900
Royal House 1546,Indrapuri,Dining,No,182,3.5,750
Green Bistro 1547,MP Nagar,Quick Bites,Yes,281,4.0,350
Green Dine 1548,MP Nagar,Quick Bites,Yes,62,4.2,250
Tandoor Kitchen 1549,Arera Colony,Cafe,Yes,89,3.7,250
Spice Treats 1550,Indrapuri,Buffet,Yes,183,3.4,600
Spice Hub 1551,Kolar Road,Quick Bites,Yes,66,4.0,250
Saffron Bistro 1552,Arera Colony,Quick Bites,Yes,155,3.7,200
Blue Treats 1553,Arera Colony,Buffet,No,262,3.6,1350
Tandoor Dine 1554,Indrapuri,Dining,No,306,3.7,550
Royal Bistro 1555,MP Nagar,Cafe,Yes,132,4.1,450
Urban Hub 1556,Kolar Road,Casual Dining,No,176,3.6,850
Blue Bistro 1557,MP Nagar,Buffet,No,221,3.9,1050
Fusion Kitchen 1558,Indrapuri,Casual Dining,No,272,3.8,850
Royal Corner 1559,Indrapuri,Quick Bites,No,179,3.8,300
Green Treats 1560,Bairagarh,Buffet,Yes,140,3.8,1200
Blue Corner 1561,TT Nagar,Casual Dining,Yes,115,4.3,950
Urban Corner 1562,Indrapuri,Dining,No,122,3.4,850
Blue Dine 1563,Kolar Road,Casual Dining,Yes,166,3.9,750
Royal Treats 1564,TT Nagar,Quick Bites,Yes,76,3.4,250
Royal Treats 1565,Arera Colony,Desserts,Yes,79,3.4,250
Green Treats 1566,Kolar Road,Quick Bites,Yes,238,4.2,200
Saffron Hub 1567,MP Nagar,Quick Bites,No,131,3.3,200
Spice Hub 1568,TT Nagar,Buffet,Yes,231,3.8,750
Tandoor Bistro 1569,Kolar Road,Quick Bites,Yes,73,3.9,400
Fusion Kitchen 1570,Bairagarh,Quick Bites,No,112,3.5,250
Urban Hub 1571,Arera Colony,Quick Bites,No,100,3.3,300
Urban Cafe 1572,TT Nagar,Dining,Yes,341,3.3,800
Spice Dine 1573,Arera Colony,Cafe,Yes,201,4.1,400
Spice Hub 1574,Indrapuri,Desserts,Yes,212,3.8,250
Saffron Bistro 1575,Indrapuri,Casual Dining,No,119,3.4,600
Royal Hub 1576,Indrapuri,Dining,No,344,3.2,350
Spice Kitchen 1577,TT Nagar,Quick Bites,Yes,244,3.5,300
Blue Cafe 1578,Indrapuri,Buffet,No,130,3.7,650
Urban Corner 1579,TT Nagar,Buffet,No,96,3.6,1100
